seed,nx,ny,nz,sent_tail_radius,repair_tail_frac,W_decay,BSI,RFC,RLI,SPI,D_q50,D_q95,sent_q95
1,48,48,3,2,0.75,0.002,1.02537,0.701452,0,0.0362319,1.0346,5.82673,0.190296
2,48,48,3,2,0.5,0.0006,1.00955,0.614717,0,0.0289855,2.77001,18.0314,0.173101
2,48,48,3,2,0.75,0.002,1.02389,0.636964,0,0.0652174,1.10964,5.85227,0.189703
3,48,48,3,2,0.75,0.002,1.02872,0.848234,0,0.0362319,1.0446,5.95418,0.194829
4,48,48,3,2,0.75,0.002,1.02701,0.645348,0,0.0434783,1.05691,5.82526,0.192319
1,48,48,3,2,0.8,0,1.03606,0.799381,0,0.0217391,1.49129,5.88482,0.194679
2,48,48,3,2,0.8,0,1.03635,0.693946,0,0.0289855,1.45639,5.80495,0.191555
3,48,48,3,2,0.8,0,1.03403,0.540015,0,0.0362319,1.49995,5.81662,0.191156
4,48,48,3,2,0.8,0,1.03246,0.618712,0,0.0434783,1.38529,5.70146,0.192954
1,48,48,3,2,0.8,0.0001,1.03405,0.68867,0,0.0144928,1.37698,5.76146,0.191677
2,48,48,3,2,0.8,0.0001,1.03038,0.630666,0,0.0217391,1.41016,5.68062,0.196412
3,48,48,3,2,0.8,0.0001,1.02899,0.943537,0,0.0362319,1.30327,5.49706,0.19192
3,48,48,3,2,0.5,0.0006,1.00788,0.742168,0,0.0434783,2.78193,18.0303,0.173046
1,48,48,3,2,0.5,0,1.0639,0.402502,0,0.0507246,1.64608,16.6521,0.154838
1,48,48,3,2,0.5,0,1.00902,0.195486,0,0.0434783,2.78013,18.0384,0.174762
4,48,48,3,2,0.8,0.0001,1.02934,0.712758,0,0.0144928,1.36347,5.64869,0.190955
1,48,48,3,2,0.8,0.0002,1.03062,0.500365,0,0.0217391,1.27711,5.45563,0.193458
2,48,48,3,2,0.8,0.0002,1.03429,0.33398,0,0.0144928,1.27744,5.6787,0.19206
3,48,48,3,2,0.8,0.0002,1.03448,0.671731,0,0.0217391,1.29555,5.45264,0.192944
4,48,48,3,2,0.8,0.0002,1.03323,0.634387,0,0.0144928,1.21674,5.5638,0.194991
1,48,48,3,2,0.8,0.0004,1.02614,0.912673,0,0.0362319,1.15812,5.39526,0.195365
2,48,48,3,2,0.8,0.0004,1.02989,0.473806,0,0.0144928,1.19214,5.29045,0.194359
3,48,48,3,2,0.8,0.0004,1.0356,0.521987,0,0.0217391,1.07383,5.28669,0.194258
4,48,48,3,2,0.8,0.0004,1.03055,0.831988,0,0.0144928,1.15812,5.15115,0.192504
1,48,48,3,2,0.8,0.0006,1.03217,0.534343,0,0.0362319,1.03652,5.07334,0.194044
4,48,48,3,2,0.5,0.0006,1.0084,0.531525,0,0.0289855,2.78463,18.0389,0.172665
2,48,48,3,2,0.8,0.0006,1.02704,0.959406,0,0,1.06702,5.08687,0.193528
3,48,48,3,2,0.8,0.0006,1.03374,0.400565,0,0.0362319,1.03698,4.99409,0.193395
4,48,48,3,2,0.8,0.0006,1.03363,0.712643,0,0.0434783,1.00402,5.10102,0.194238
1,48,48,3,2,0.8,0.0008,1.03249,0.393649,0,0.0217391,0.963731,4.90633,0.19366
2,48,48,3,2,0.8,0.0008,1.02431,0.644461,0,0.0362319,1.08623,5.04041,0.193453
3,48,48,3,2,0.8,0.0008,1.02559,0.536771,0,0.0144928,0.984657,4.95023,0.192331
4,48,48,3,2,0.8,0.0008,1.02967,0.540885,0,0.0362319,1.00319,4.92887,0.194521
1,48,48,3,2,0.8,0.001,1.03077,0.692633,0,0.0362319,0.91008,4.73369,0.193969
2,48,48,3,2,0.8,0.001,1.02578,0.730113,0,0.0144928,0.992537,5.05986,0.194265
3,48,48,3,2,0.8,0.001,1.02484,0.920616,0,0.0289855,0.941545,4.80302,0.193974
1,48,48,3,2,0.5,0.0008,1.00541,0.926483,0,0.0434783,2.75821,18.0145,0.174715
4,48,48,3,2,0.8,0.001,1.02524,0.80643,0,0.0434783,0.997307,4.96501,0.194414
1,48,48,3,2,0.8,0.002,1.03197,0.627258,0,0.0144928,0.958882,4.76918,0.192911
2,48,48,3,2,0.8,0.002,1.03239,0.614145,0,0.0362319,0.941757,4.72421,0.191573
3,48,48,3,2,0.8,0.002,1.03078,0.458876,0,0.0289855,0.862994,4.67042,0.194337
4,48,48,3,2,0.8,0.002,1.02966,0.791381,0,0.0144928,0.894858,4.71829,0.193238
1,48,48,3,2,0.85,0,1.03674,0.876546,0,0.00724638,2.0037,5.55518,0.189117
2,48,48,3,2,0.85,0,1.03899,0.656478,0,0.0217391,1.94368,5.51372,0.191409
3,48,48,3,2,0.85,0,1.03787,0.677646,0,0.0144928,2.00759,5.42792,0.190196
4,48,48,3,2,0.85,0,1.03975,0.916271,0,0.0144928,1.97175,5.34242,0.190858
1,48,48,3,2,0.85,0.0001,1.0345,0.284867,0,0.0289855,1.78102,5.20267,0.190114
2,48,48,3,2,0.5,0.0008,1.0081,0.507428,0,0.0289855,2.76733,18.0279,0.173004
2,48,48,3,2,0.85,0.0001,1.04072,0.351415,0,0.0144928,1.77614,5.29121,0.19222
3,48,48,3,2,0.85,0.0001,1.03237,0.690075,0,0.0289855,1.78197,5.19361,0.192251
4,48,48,3,2,0.85,0.0001,1.04133,0.576351,0,0.0434783,1.72413,5.1971,0.193781
1,48,48,3,2,0.85,0.0002,1.03502,0.4689,0,0.0289855,1.55882,4.91268,0.195376
2,48,48,3,2,0.85,0.0002,1.03803,0.4565,0,0.0144928,1.6536,5.0122,0.195313
3,48,48,3,2,0.85,0.0002,1.03689,0.578843,0,0.00724638,1.50732,5.03078,0.196259
4,48,48,3,2,0.85,0.0002,1.04252,0.594333,0,0.0217391,1.481,4.98597,0.190417
1,48,48,3,2,0.85,0.0004,1.03785,0.8039,0,0.00724638,1.3216,4.70091,0.191138
2,48,48,3,2,0.85,0.0004,1.03797,0.706936,0,0.0217391,1.35432,4.50423,0.195114
3,48,48,3,2,0.85,0.0004,1.03624,0.548762,0,0.0217391,1.34505,4.66711,0.193399
3,48,48,3,2,0.5,0.0008,1.00748,0.685914,0,0.0362319,2.77663,18.0266,0.173309
4,48,48,3,2,0.85,0.0004,1.03912,0.605445,0,0.0217391,1.27514,4.61408,0.191491
1,48,48,3,2,0.85,0.0006,1.03186,0.666139,0,0.0217391,1.27694,4.43821,0.194574
2,48,48,3,2,0.85,0.0006,1.03932,0.395153,0,0.0289855,1.1518,4.51923,0.194253
3,48,48,3,2,0.85,0.0006,1.03517,0.677636,0,0.0144928,1.13212,4.44253,0.197501
4,48,48,3,2,0.85,0.0006,1.0357,0.869395,0,0.0217391,1.24527,4.44534,0.193834
1,48,48,3,2,0.85,0.0008,1.03097,0.814178,0,0.0362319,1.08599,4.25623,0.194264
2,48,48,3,2,0.85,0.0008,1.02933,0.82992,0,0.0289855,1.06139,4.24488,0.193926
3,48,48,3,2,0.85,0.0008,1.03147,0.631589,0,0.00724638,1.09086,4.3091,0.193762
4,48,48,3,2,0.85,0.0008,1.03622,0.754065,0,0.0289855,1.10428,4.34296,0.196214
1,48,48,3,2,0.85,0.001,1.03537,0.701077,0,0.0289855,0.963189,4.22957,0.19279
4,48,48,3,2,0.5,0.0008,1.00788,0.439351,0,0.0507246,2.77385,18.0423,0.172289
2,48,48,3,2,0.85,0.001,1.03425,0.673654,0,0.00724638,0.939339,4.08084,0.193833
3,48,48,3,2,0.85,0.001,1.02753,0.43195,0,0.0434783,1.0227,4.09119,0.194932
4,48,48,3,2,0.85,0.001,1.03152,0.438755,0,0.0362319,0.980751,4.10065,0.195155
1,48,48,3,2,0.85,0.002,1.03332,0.859721,0,0.00724638,0.832252,3.80173,0.192432
2,48,48,3,2,0.85,0.002,1.02962,0.416396,0,0.0289855,0.783284,3.62521,0.192241
3,48,48,3,2,0.85,0.002,1.03101,0.502744,0,0.0144928,0.852943,3.7312,0.193317
4,48,48,3,2,0.85,0.002,1.03095,0.681852,0,0.0434783,0.870527,3.87181,0.193972
1,48,48,3,2,0.9,0,0.971636,0.738851,0,0.101449,4.31102,10.5849,0.148561
2,48,48,3,2,0.9,0,0.971431,0.332332,0,0.0724638,4.28367,10.5008,0.14714
3,48,48,3,2,0.9,0,0.9716,0.491289,0,0.0362319,4.35477,10.6772,0.147595
1,48,48,3,2,0.5,0.001,1.00564,0.586774,0,0.057971,2.75405,18.0189,0.174641
4,48,48,3,2,0.9,0,0.973045,0.647421,0,0.0652174,4.30675,10.5668,0.147812
1,48,48,3,2,0.9,0.0001,0.972256,0.676739,0,0.0869565,4.32616,10.5585,0.148975
2,48,48,3,2,0.9,0.0001,0.971823,0.245885,0,0.0362319,4.25691,10.413,0.146582
3,48,48,3,2,0.9,0.0001,0.971463,0.649136,0,0.0434783,4.2916,10.5132,0.148387
4,48,48,3,2,0.9,0.0001,0.971432,0.314143,0,0.0652174,4.28784,10.5427,0.148113
1,48,48,3,2,0.9,0.0002,0.970543,0.684352,0,0.123188,4.29342,10.5496,0.147786
2,48,48,3,2,0.9,0.0002,0.972098,0.386917,0,0.0434783,4.2623,10.4404,0.146662
3,48,48,3,2,0.9,0.0002,0.971271,0.729626,0,0.0217391,4.33454,10.625,0.148468
4,48,48,3,2,0.9,0.0002,0.971442,0.791316,0,0.0362319,4.31312,10.5427,0.146777
1,48,48,3,2,0.9,0.0004,0.972645,0.716884,0,0.108696,4.28326,10.5434,0.147714
2,48,48,3,2,0.5,0.001,1.0073,0.430291,0,0.0217391,2.76044,18.031,0.173434
2,48,48,3,2,0.9,0.0004,0.970978,0.414878,0,0.0507246,4.27386,10.5186,0.146972
3,48,48,3,2,0.9,0.0004,0.968751,0.707799,0,0.0362319,4.33493,10.5886,0.14768
4,48,48,3,2,0.9,0.0004,0.970709,0.204851,0,0.0869565,4.30493,10.5567,0.146877
1,48,48,3,2,0.9,0.0006,0.971318,0.609077,0,0.108696,4.32531,10.6351,0.148505
2,48,48,3,2,0.9,0.0006,0.971143,0.372443,0,0.0507246,4.26763,10.5044,0.146903
3,48,48,3,2,0.9,0.0006,0.971321,0.870762,0,0.057971,4.32491,10.5512,0.148228
4,48,48,3,2,0.9,0.0006,0.970389,0.270719,0,0.0652174,4.29431,10.5607,0.147923
1,48,48,3,2,0.9,0.0008,0.970982,0.677389,0,0.0869565,4.28725,10.5603,0.148248
2,48,48,3,2,0.9,0.0008,0.97114,0.463327,0,0.0362319,4.26833,10.5368,0.146733
3,48,48,3,2,0.9,0.0008,0.97046,0.677515,0,0.0289855,4.33036,10.6013,0.147292
3,48,48,3,2,0.5,0.001,1.00932,0.621887,0,0.0652174,2.77072,18.0263,0.172395
4,48,48,3,2,0.9,0.0008,0.971123,0.114164,0,0.0942029,4.30768,10.6231,0.14758
1,48,48,3,2,0.9,0.001,0.97021,0.644157,0,0.130435,4.31248,10.5706,0.14838
2,48,48,3,2,0.9,0.001,0.970808,0.411883,0,0.057971,4.28032,10.5594,0.146119
3,48,48,3,2,0.9,0.001,0.971547,0.536588,0,0.0362319,4.33006,10.5921,0.14787
4,48,48,3,2,0.9,0.001,0.970616,0.00483113,0,0.0507246,4.31381,10.6338,0.148385
1,48,48,3,2,0.9,0.002,0.970154,0.621915,0,0.0724638,4.29885,10.6056,0.147892
2,48,48,3,2,0.9,0.002,0.970476,0.437838,0,0.0507246,4.28743,10.5615,0.147164
3,48,48,3,2,0.9,0.002,0.971312,0.726166,0,0.0507246,4.29475,10.623,0.149092
4,48,48,3,2,0.9,0.002,0.97018,0.468269,0,0.057971,4.29203,10.5965,0.147339
1,48,48,3,6,0.5,0,1.01903,0.947942,0,0.0289855,2.11386,12.3002,0.185327
4,48,48,3,2,0.5,0.001,1.00831,0.602017,0,0.0362319,2.77481,18.038,0.172607
2,48,48,3,6,0.5,0,1.02715,0.494527,0,0.0217391,2.07689,12.285,0.184229
3,48,48,3,6,0.5,0,1.02392,0.519619,0,0.0144928,2.03586,12.1421,0.18533
4,48,48,3,6,0.5,0,1.02173,0.717372,0,0.0144928,2.17554,12.206,0.186311
1,48,48,3,6,0.5,0.0001,1.02326,0.796516,0,0.0362319,2.16402,12.547,0.187656
2,48,48,3,6,0.5,0.0001,1.02745,0.784189,0,0.0217391,2.11374,13.1054,0.183669
3,48,48,3,6,0.5,0.0001,1.02431,0.936611,0,0.0362319,2.14851,12.3833,0.187357
4,48,48,3,6,0.5,0.0001,1.02307,0.706782,0,0.0434783,1.94977,12.5084,0.184865
1,48,48,3,6,0.5,0.0002,1.0179,0.372252,0,0.0144928,2.13487,12.644,0.183393
2,48,48,3,6,0.5,0.0002,1.02172,0.234724,0,0.0144928,2.20177,12.6653,0.185162
3,48,48,3,6,0.5,0.0002,1.02297,0.440472,0,0.0217391,2.01423,13.1443,0.184642
1,48,48,3,2,0.5,0.002,1.00404,0.467189,0,0.0652174,2.75978,18.0228,0.175412
2,48,48,3,2,0.5,0,1.07065,0.720524,0,0.0434783,1.66097,16.6581,0.155065
2,48,48,3,2,0.5,0,1.00617,0.502991,0,0.0289855,2.80111,18.0495,0.172167
4,48,48,3,6,0.5,0.0002,1.02593,0.482578,0,0.0434783,2.04385,12.9802,0.183831
1,48,48,3,6,0.5,0.0004,1.02842,0.348274,0,0.0144928,2.08115,13.4064,0.184859
2,48,48,3,6,0.5,0.0004,1.03894,0.630257,0,0.0652174,2.0726,13.106,0.182044
3,48,48,3,6,0.5,0.0004,1.03119,0.132052,0,0.0217391,2.11826,13.3038,0.184853
4,48,48,3,6,0.5,0.0004,1.02654,0.685691,0,0.0434783,2.03818,13.1204,0.185517
1,48,48,3,6,0.5,0.0006,1.02984,0.296919,0,0.057971,2.10728,13.15,0.18724
2,48,48,3,6,0.5,0.0006,1.02537,0.634822,0,0.057971,2.1131,13.5493,0.185297
3,48,48,3,6,0.5,0.0006,1.02462,0.493355,0,0.0434783,2.03473,13.0887,0.184716
4,48,48,3,6,0.5,0.0006,1.02619,0.406816,0,0.0289855,2.03321,13.3491,0.183753
1,48,48,3,6,0.5,0.0008,1.02563,0.704701,0,0.0507246,2.11136,13.464,0.187
2,48,48,3,2,0.5,0.002,1.0059,0.360451,0,0.0362319,2.74883,18.0292,0.172599
2,48,48,3,6,0.5,0.0008,1.02808,0.74328,0,0.0362319,2.06915,13.6236,0.184463
3,48,48,3,6,0.5,0.0008,1.03274,0.54799,0,0.0289855,2.07766,13.7519,0.185259
4,48,48,3,6,0.5,0.0008,1.03027,0.354239,0,0.0507246,2.07954,13.9827,0.181805
1,48,48,3,6,0.5,0.001,1.02599,0.0169394,0,0.0434783,2.26323,13.7047,0.186946
2,48,48,3,6,0.5,0.001,1.02699,0.346724,0,0.0362319,2.1207,14.4636,0.18161
3,48,48,3,6,0.5,0.001,1.02152,0.15896,0,0.0652174,2.00463,14.2011,0.187234
4,48,48,3,6,0.5,0.001,1.02344,0.288076,0,0.00724638,2.02712,13.9156,0.187098
1,48,48,3,6,0.5,0.002,1.02718,0.831922,0,0.0652174,2.17724,14.9505,0.184442
2,48,48,3,6,0.5,0.002,1.02229,0.28763,0,0.0362319,1.99276,14.5239,0.182412
3,48,48,3,6,0.5,0.002,1.02547,0.0508905,0,0.0434783,1.99424,14.5064,0.184556
3,48,48,3,2,0.5,0.002,1.00518,0.866869,0,0.0724638,2.75947,18.0231,0.172726
4,48,48,3,6,0.5,0.002,1.02725,0.629473,0,0.0217391,2.06091,14.5865,0.186381
1,48,48,3,6,0.55,0,1.02415,0.637514,0,0.0507246,1.77559,8.87012,0.189991
2,48,48,3,6,0.55,0,1.02564,0.790532,0,0.0217391,1.76499,9.13445,0.18655
3,48,48,3,6,0.55,0,1.02549,0.549474,0,0.0362319,1.70029,9.03176,0.188322
4,48,48,3,6,0.55,0,1.02492,0.611627,0,0.0434783,1.80557,9.37723,0.187759
1,48,48,3,6,0.55,0.0001,1.0246,0.706887,0,0.0144928,1.67643,8.6366,0.187201
2,48,48,3,6,0.55,0.0001,1.02162,0.451329,0,0.0217391,1.80447,8.71464,0.186875
3,48,48,3,6,0.55,0.0001,1.02413,0.538244,0,0.0362319,1.71978,9.06593,0.186774
4,48,48,3,6,0.55,0.0001,1.02388,0.863986,0,0.0217391,1.70998,8.95531,0.185785
1,48,48,3,6,0.55,0.0002,1.01953,0.588246,0,0.0289855,1.7207,8.47941,0.187762
4,48,48,3,2,0.5,0.002,1.00567,0.699304,0,0.0362319,2.76323,18.0418,0.172555
2,48,48,3,6,0.55,0.0002,1.02005,0.716442,0,0.0217391,1.66063,8.55606,0.185633
3,48,48,3,6,0.55,0.0002,1.02073,0,0,0.0434783,1.74227,8.39719,0.187965
4,48,48,3,6,0.55,0.0002,1.0229,0,0,0.0217391,1.72768,8.44585,0.184845
1,48,48,3,6,0.55,0.0004,1.02403,0.85336,0,0.0652174,1.72389,8.21617,0.189485
2,48,48,3,6,0.55,0.0004,1.02614,0.680862,0,0.0289855,1.72935,8.29153,0.185521
3,48,48,3,6,0.55,0.0004,1.01762,0.281184,0,0.0434783,1.56052,8.49702,0.187011
4,48,48,3,6,0.55,0.0004,1.02163,0.930251,0,0.0217391,1.67836,8.21367,0.188584
1,48,48,3,6,0.55,0.0006,1.02521,0.604943,0,0.0217391,1.52561,8.11055,0.18695
2,48,48,3,6,0.55,0.0006,1.02363,0.56431,0,0.0144928,1.65927,8.12925,0.187798
3,48,48,3,6,0.55,0.0006,1.02369,0.503614,0,0.0434783,1.41808,8.2871,0.185732
1,48,48,3,2,0.55,0,0.992931,0.784977,0,0.0144928,2.14448,15.9825,0.179699
4,48,48,3,6,0.55,0.0006,1.01825,0.740082,0,0.0217391,1.64249,8.37516,0.186251
1,48,48,3,6,0.55,0.0008,1.02057,0.521235,0,0.0217391,1.64918,8.43918,0.188185
2,48,48,3,6,0.55,0.0008,1.01724,0.119322,0,0.0362319,1.55996,8.31641,0.187378
3,48,48,3,6,0.55,0.0008,1.02466,0.86044,0,0.0362319,1.65834,8.33525,0.188283
4,48,48,3,6,0.55,0.0008,1.01924,0.400126,0,0.0217391,1.61121,8.17901,0.185586
1,48,48,3,6,0.55,0.001,1.02057,0.311121,0,0.0362319,1.68157,8.04916,0.188057
2,48,48,3,6,0.55,0.001,1.026,0.770031,0,0.0217391,1.73511,8.40885,0.187952
3,48,48,3,6,0.55,0.001,1.01906,0.534295,0,0.00724638,1.55718,8.30944,0.189162
4,48,48,3,6,0.55,0.001,1.01926,0.943844,0,0.0362319,1.69811,8.56559,0.189038
1,48,48,3,6,0.55,0.002,1.02048,0.653865,0,0.0434783,1.61398,8.61651,0.184718
2,48,48,3,2,0.55,0,0.992788,0.900914,0,0.0362319,2.14036,16.1406,0.180997
2,48,48,3,6,0.55,0.002,1.02066,0.201881,0,0.0507246,1.59054,9.08383,0.184106
3,48,48,3,6,0.55,0.002,1.02552,0.428305,0,0.0289855,1.6628,8.74501,0.186479
4,48,48,3,6,0.55,0.002,1.02136,0.50268,0,0.0144928,1.62933,8.4245,0.186572
1,48,48,3,6,0.6,0,1.03636,0.680925,0,0.0289855,1.82807,8.02602,0.192838
2,48,48,3,6,0.6,0,1.03629,0.883471,0,0.0724638,1.83357,8.07971,0.192139
3,48,48,3,6,0.6,0,1.04273,0.49927,0,0.0217391,1.74806,7.86822,0.193554
4,48,48,3,6,0.6,0,1.03869,0.00309226,0,0.0217391,1.97812,8.35113,0.191693
1,48,48,3,6,0.6,0.0001,1.02955,0.494562,0,0.0289855,1.56255,7.49826,0.190786
2,48,48,3,6,0.6,0.0001,1.02673,0.953569,0,0.0217391,1.5985,7.40684,0.190214
3,48,48,3,6,0.6,0.0001,1.02945,0.351099,0,0.0434783,1.51449,7.22807,0.192993
3,48,48,3,2,0.55,0,0.992529,0.812925,0,0.0289855,2.05033,16.0868,0.180991
4,48,48,3,6,0.6,0.0001,1.02618,0.148539,0,0.0289855,1.48511,7.2742,0.190045
1,48,48,3,6,0.6,0.0002,1.0254,0.927823,0,0.0289855,1.5647,7.51451,0.191213
2,48,48,3,6,0.6,0.0002,1.02623,0.470967,0,0.00724638,1.44603,7.16747,0.189791
3,48,48,3,6,0.6,0.0002,1.03163,0.385715,0,0.00724638,1.51542,7.32253,0.193482
4,48,48,3,6,0.6,0.0002,1.03104,0.277288,0,0.0289855,1.36307,7.05763,0.19153
1,48,48,3,6,0.6,0.0004,1.02376,0.683965,0,0.0289855,1.50775,7.01505,0.192936
2,48,48,3,6,0.6,0.0004,1.02568,0.474229,0,0.0362319,1.33349,6.82495,0.188333
3,48,48,3,6,0.6,0.0004,1.02803,0.763663,0,0.0434783,1.32505,7.01444,0.189876
4,48,48,3,6,0.6,0.0004,1.02957,0.626806,0,0.0289855,1.39289,7.16341,0.19013
1,48,48,3,6,0.6,0.0006,1.02561,0.563379,0,0.0289855,1.44244,6.88101,0.191767
4,48,48,3,2,0.55,0,0.997105,0.830731,0,0.0217391,2.21177,15.982,0.180083
2,48,48,3,6,0.6,0.0006,1.02198,0.69393,0,0.00724638,1.30517,7.02548,0.189664
3,48,48,3,6,0.6,0.0006,1.0207,0.648617,0,0.0217391,1.32711,6.83881,0.190503
4,48,48,3,6,0.6,0.0006,1.02559,0.669476,0,0.0144928,1.3405,6.67816,0.19278
1,48,48,3,6,0.6,0.0008,1.025,0.467679,0,0.0434783,1.35005,6.75138,0.189486
2,48,48,3,6,0.6,0.0008,1.02728,0.601215,0,0.0434783,1.27511,6.71398,0.190281
3,48,48,3,6,0.6,0.0008,1.0276,0.392289,0,0.0362319,1.28891,6.65905,0.191997
4,48,48,3,6,0.6,0.0008,1.02581,0.143891,0,0.0217391,1.27132,6.8297,0.190213
1,48,48,3,6,0.6,0.001,1.02338,0.55553,0,0,1.30913,6.64235,0.19177
2,48,48,3,6,0.6,0.001,1.0274,0.723591,0,0.0362319,1.19401,6.68898,0.192669
3,48,48,3,6,0.6,0.001,1.02405,0.386188,0,0.0217391,1.25948,6.69917,0.191157
1,48,48,3,2,0.55,0.0001,0.991086,0.995539,0,0.0289855,2.28157,16.1298,0.178705
4,48,48,3,6,0.6,0.001,1.02497,0.670027,0,0.0144928,1.39442,6.78261,0.190063
1,48,48,3,6,0.6,0.002,1.02401,0.391911,0,0.0217391,1.23342,6.74211,0.189742
2,48,48,3,6,0.6,0.002,1.02568,0.113345,0,0.0289855,1.18539,6.87036,0.189106
3,48,48,3,6,0.6,0.002,1.02452,0.829122,0,0.0362319,1.18434,6.71131,0.189034
4,48,48,3,6,0.6,0.002,1.02445,0.729366,0,0.0362319,1.20899,6.85403,0.189339
1,48,48,3,6,0.65,0,1.04394,0.193042,0,0.0507246,2.03563,7.18901,0.191318
2,48,48,3,6,0.65,0,1.04066,0.803542,0,0.0217391,1.99857,6.92306,0.193348
3,48,48,3,6,0.65,0,1.04265,0.635074,0,0.0507246,2.03343,7.18442,0.195303
4,48,48,3,6,0.65,0,1.04195,0.415976,0,0.0217391,1.86546,7.21747,0.195779
1,48,48,3,6,0.65,0.0001,1.03545,0.57245,0,0.0434783,1.53202,6.20647,0.197594
2,48,48,3,2,0.55,0.0001,0.989255,0.871605,0,0.0434783,2.13461,16.1453,0.178488
2,48,48,3,6,0.65,0.0001,1.04236,0.0929237,0,0.0289855,1.55944,6.27122,0.194778
3,48,48,3,6,0.65,0.0001,1.03794,0.0819433,0,0.0289855,1.56676,6.23603,0.19457
4,48,48,3,6,0.65,0.0001,1.03175,0.685782,0,0.0217391,1.57896,6.22258,0.196837
1,48,48,3,6,0.65,0.0002,1.03362,0.525348,0,0.0217391,1.34745,6.01664,0.192839
2,48,48,3,6,0.65,0.0002,1.02845,0.633763,0,0.0434783,1.50099,6.06309,0.192842
3,48,48,3,6,0.65,0.0002,1.03074,0.469825,0,0.0507246,1.43967,6.04968,0.193468
4,48,48,3,6,0.65,0.0002,1.03943,0.533713,0,0.0289855,1.45918,6.25894,0.194435
1,48,48,3,6,0.65,0.0004,1.02885,0.680177,0,0.0289855,1.23365,5.89798,0.194998
2,48,48,3,6,0.65,0.0004,1.03265,0.785912,0,0.0434783,1.2146,5.84083,0.196588
3,48,48,3,6,0.65,0.0004,1.03201,0.776686,0,0.00724638,1.20725,5.78565,0.194157
3,48,48,3,2,0.55,0.0001,0.988802,0.819856,0,0.00724638,2.10369,16.0904,0.181209
3,48,48,3,2,0.5,0,1.06587,0.671655,0,0.0652174,1.64542,16.6282,0.158032
3,48,48,3,2,0.5,0,1.00753,0.733003,0,0.0652174,2.81244,18.0455,0.172367
4,48,48,3,6,0.65,0.0004,1.02653,0.555115,0,0.0362319,1.38621,5.91206,0.194254
1,48,48,3,6,0.65,0.0006,1.02567,0.300429,0,0.0144928,1.26979,5.79903,0.196085
2,48,48,3,6,0.65,0.0006,1.02605,0.533045,0,0.0289855,1.30303,5.80179,0.196165
3,48,48,3,6,0.65,0.0006,1.02284,0.798052,0,0.0289855,1.21443,5.83814,0.194884
4,48,48,3,6,0.65,0.0006,1.03083,0.509685,0,0.0869565,1.19973,5.83055,0.19545
1,48,48,3,6,0.65,0.0008,1.02723,0.61581,0,0.00724638,1.26087,5.67278,0.193288
2,48,48,3,6,0.65,0.0008,1.0286,0.775163,0,0.0144928,1.03733,5.47595,0.192176
3,48,48,3,6,0.65,0.0008,1.02606,0.49934,0,0.057971,1.12784,5.63105,0.197159
4,48,48,3,6,0.65,0.0008,1.03489,0.67456,0,0.0362319,1.16043,5.62885,0.193504
1,48,48,3,6,0.65,0.001,1.0292,0.575264,0,0.0217391,1.17081,5.66218,0.193985
4,48,48,3,2,0.55,0.0001,0.990679,0.943443,0,0.0217391,2.18469,15.8981,0.180987
2,48,48,3,6,0.65,0.001,1.03037,0.767506,0,0.0217391,1.18597,5.67314,0.194857
3,48,48,3,6,0.65,0.001,1.03103,0.827281,0,0.0289855,1.10957,5.59525,0.192777
4,48,48,3,6,0.65,0.001,1.02614,0.649041,0,0.0144928,1.15128,5.41442,0.192423
1,48,48,3,6,0.65,0.002,1.0308,0.223798,0,0.0217391,0.96204,5.34173,0.193192
2,48,48,3,6,0.65,0.002,1.02824,0.909391,0,0.0144928,0.995918,5.453,0.192604
3,48,48,3,6,0.65,0.002,1.02309,0.638929,0,0.0217391,0.995317,5.55742,0.191493
4,48,48,3,6,0.65,0.002,1.03632,0.49464,0,0.0507246,0.981931,5.26267,0.192803
1,48,48,3,6,0.7,0,1.02768,0.266102,0,0.0362319,2.09339,6.27478,0.192668
2,48,48,3,6,0.7,0,1.02739,0.0191284,0,0.0434783,2.24529,7.42181,0.188021
3,48,48,3,6,0.7,0,1.02783,0.620223,0,0.0434783,2.22151,6.77614,0.193052
1,48,48,3,2,0.55,0.0002,0.99473,0.921059,0,0.0362319,2.05607,16.2523,0.178404
4,48,48,3,6,0.7,0,1.03364,0.932168,0,0.057971,2.16555,6.77667,0.189379
1,48,48,3,6,0.7,0.0001,1.03402,0.808851,0,0.0362319,1.82444,5.75555,0.194875
2,48,48,3,6,0.7,0.0001,1.02922,0.243843,0,0.0144928,1.90074,5.96436,0.196406
3,48,48,3,6,0.7,0.0001,1.02995,0.411203,0,0,1.84647,6.04394,0.192681
4,48,48,3,6,0.7,0.0001,1.02108,0.540971,0,0.0289855,1.95362,5.99527,0.195348
1,48,48,3,6,0.7,0.0002,1.03109,0.652497,0,0.00724638,1.72198,5.78052,0.197104
2,48,48,3,6,0.7,0.0002,1.03435,0.321935,0,0.057971,1.57549,5.27521,0.198622
3,48,48,3,6,0.7,0.0002,1.02734,0.435227,0,0.0434783,1.53619,5.41918,0.194773
4,48,48,3,6,0.7,0.0002,1.02982,0.572464,0,0.0217391,1.61186,5.49725,0.198693
1,48,48,3,6,0.7,0.0004,1.02652,0.337319,0,0.0289855,1.3868,5.11297,0.196247
2,48,48,3,2,0.55,0.0002,0.990887,0.81732,0,0.0507246,2.25103,16.0753,0.180231
